QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20150317_001001	{nl}(There is something written, but it's all jumbled up and erased to be legible.)	{nl}(무언가를 썼다가 황급히 지운 흔적만 남아 있다.){nl}				칠채곡 일기
QUEST_20150317_001002	Unknown Date {nl}- {nl}Several days must've passed. {nl}I've been on the run for around two days now without food or sleep. {nl}The people who fled Klaipeda were all caught and killed. {nl}I don't even know how many are still alive and can walk. {nl}Everything is as quiet as the the shadows, yet moving at a high pace. We are all tense from fear of attack.	날짜 모르겠음.{nl}-{nl}며칠이 지났는지도 모르겠다.{nl}이틀 정도 먹지도 자지도 못하고 계속 달린 것 같다.{nl}클라페다쪽으로 도망치던 사람들은 모두 잡혀 죽었다.{nl}어쩌면, 나 말고도 살아있는 사람들이 있는지 없는지 조차도 모르겠다.{nl}모든 건 그림자처럼 아주 조용히, 빠르게.. 미쳐버릴 것 같은 공포가 옥죄어 오는 것 같다.{nl}				칠채곡 일기
QUEST_20150317_001003	They did not wish for any uproar or disorder. {nl}They are not people. {nl}We must somehow notify Klaipeda. {nl}A last resort would be to abandon everything we can't use and to move in.	그들은 어떠한 소란이나 혼란을 원하지 않았다. {nl}그들은 사람이 아니다.{nl}어떻게든 클라페다로 알려야한다.. {nl}그것만이 내 이웃의 더러운 인두껍을 벗겨버리는 마지막 수단이 될 것이다.				칠채곡 일기
QUEST_20150317_001004	{memo X}Oh. It's you. {nl}This our army base camp, so feel free to relax.	아. 자네로군. {nl}여긴 우리 군의 집결지이니 편히 있도록 하게.				
QUEST_20150317_001005	{memo X}Have you met the other soldiers already? {nl}Hmm… What's your name?	벌써 우리 병사들과 통성명이라도 한 건가?{nl}흠.. 자네들 이름은 뭐지?				
QUEST_20150317_001006	{memo X}Alright, thanks. You guys are working hard. {nl}I want to talk to my aides. Where are they?	그래, 고맙네. 자네들도 열심이로군.{nl}내 부관들과 이야기하고 싶은데 다들 어디 있지?				
QUEST_20150317_001007	Do you have something to say?	그래. 하고 싶은 말은 뭔가.				지휘관 라이몬다스
QUEST_20150317_001008	Send two from the entrance to the front lines? {nl}Ha, that's nonsense. Did they ask you for that?	입구의 두 녀석을 전선으로 보내달라고?{nl}하, 말도 안 되는 소리. 그 녀석들이 자네에게 그렇게 부탁하던가?				지휘관 라이몬다스
QUEST_20150317_001009	It's you? That would bother me. {nl}Hmm… I'm thankful that you are willing to join the front line even when you can have it easier here…	자네들인가? 나도 참 당황스럽군.{nl} 음.. 이런 편한 보직을 놔두고 굳이 전선에 나가겠다니 마음은 고맙지만.. 				지휘관 라이몬다스
QUEST_20150317_001010	I hate people who lack responsibility. {nl}Are there people who can take over your positions?	난 책임감 없는 사람은 질색이네.{nl} 자네들이 수행하던 임무를 대신할 자는 있는 건가? 				지휘관 라이몬다스
QUEST_20150317_001011	I like your spirit. {nl}But that doesn't mean I can take you in without question.	그 패기 하난 맘에 드는군. {nl}하지만 그렇다고 해서 자네들을 무턱대고 데려갈 순 없어.				지휘관 라이몬다스
QUEST_20150317_001012	We are the undefeated unit of Laimondas. {nl}I only accept the best soldiers I can find.	이 라이몬다스의 부대는 무패의 부대로 이름나 있다. {nl}그만큼 내 부대의 병사들은 내가 인정하는 정예병으로만 구성되어 있지.				지휘관 라이몬다스
QUEST_20150317_001013	By the way, are you going to take this guy as well?	그런데 이 녀석도 데려갈 건가?				지휘관 라이몬다스
QUEST_20150317_001014	I don't know what he does, but please keep this in mind: {nl}War is not a joke. I'll let you take him if you're willing to work with him in battle.	이 녀석이 뭘 하는 녀석인지는 모르겠지만, 명심해두게. 전쟁은 장난이 아니야.{nl}전투에서 잘 써먹을 자신이 있다면 허락하지.				지휘관 라이몬다스
QUEST_20150317_001015	{memo X}Damn, I thought it would die after getting its throat cut. {nl}I hope it can just behave and die slowly now.	어휴, 기다리느라 목이 빠져 죽는 줄 알았네.{nl}그러니까 이번엔 좀 얌전히 죽어 줬으면 좋겠어. 				약초꾼
QUEST_20150317_001016	I was late this time. Well, it doesn't matter that much. {nl}Soon my masterpiece will be complete. I hope you guys like it.	어이고야. 이번엔 내가 늦었네. 아무렴 뭐 어때. {nl}조금 있으면 내 초유의 걸작이 완성되는데 자네들 마음에 들었으면 좋겠군.				약초꾼
QUEST_20150317_001017	Unknown Demon	이름모를 마족				
QUEST_20150317_001018	Ah… I almost forgot. I'll be taking this guy along!	아차차.. 깜빡했군. 이 녀석은 가져가야지!				이름모를 마족
QUEST_20150317_001019	I can feel the power of Laima.	라이마의 기운이 느껴지는군.				마왕 제스티
QUEST_20150317_001020	{memo X}The pain I haven't felt for a long time...	오랜만에 느껴 보는 고통..{nl}				마왕 제스티
QUEST_20150317_001021	{memo X}Even so, I will not waste my power on you.	그렇다고 해서 너희들에게 힘을 낭비할 필욘 없지.{nl}				마왕 제스티
QUEST_20150317_001022	{memo X}I guess the real revelation is in the chapel? {nl}That Laima could only prepare this much. Such a pity.	진짜 계시는 성당에 있는 모양이지?{nl}라이마가 기껏 준비했다는 게 이 정도라니, 참으로 가소로와.				마왕 제스티
QUEST_20150317_001023	This is the crest of space...	이것이 공간의 문장..{nl}				마왕 제스티
QUEST_20150317_001024	We will need the Revelator.	계시자가 필요하겠어.				마왕 제스티
QUEST_20150317_001025	The Revelator came here alone. {nl}Exactly what I wanted.	계시자께서 제 발로 나타나셨군.{nl}원하던 바다.				마왕 제스티
QUEST_20150317_001026	{memo X}For what purpose did you come to this cursed city? {nl}Please go back if you don't have a particular purpose.	무슨일로 이 저주받은 도시를 방문한 겁니까?{nl}특별한 볼일이 없다면 돌아가 주십시오.				
QUEST_20150317_001027	{memo X}So you are the famous Revelator. The Kaliss Knights are looking for competent people like you. {nl}If you're here to help them, I'll temporarily permit your entrance.	당신이 그 유명한 계시자시군요. 마침 칼리스 기사단에서 당신같은 유능한 사람들을 찾고 있더군요.{nl}칼리스 기사단을 도울 요량이라면 출입을 잠시동안 허가하겠습니다.				
QUEST_20150317_001028	{memo X}But please don't forget. The right to enter here belongs to our soldiers. {nl}We hope you don't create unnecessary trouble.	하지만 잊지마십시오. 이곳의 모든 통행권은 우리 왕국군에게 있습니다.{nl}우리와 불필요한 마찰을 일으키지 않길 바랍니다.				
QUEST_20150317_001029	{memo X}Salister… What are you even talking about? {nl}That's absurd…	살티스터라니.. 그게 무슨 소립니까?{nl}말도 안 되는 소리를..				
QUEST_20150317_001030	The mark of Schilt is on my hands thanks to you. {n}If I pass this mark to dumb kingdom soldiers or the Kaliss Knights, they're going to give me more shifts on watch.	당신 덕에 실트의 징표가 내 손에 들어왔습니다.{nl}이 버려진 징표를 멍청한 왕국군이나 칼리스 기사단에게 넘겨봐야 보초서는 횟수만 늘어나겠죠.				크리오맨서 코스타스
QUEST_20150317_001031	Only an ambitious and clever man such as I could unleash this object's true potential.	이 물건은 저같은 야욕있고 영리한 자에게 있어야만 그 진가를 발휘합니다.				크리오맨서 코스타스
QUEST_20150317_001032	I will use the power of Petrification and Ice to awaken the ancient power that existed hundreds years ago. {nl}You just stand there and watch.	이제 제가 석화의 힘과 얼음을 다뤄서 수백년 전 고대의 힘을 불러내겠습니다.{nl}당신은 이제 거기서 지켜보기나 하십시오.				크리오맨서 코스타스
QUEST_20150317_001033	I will help keep the Spirits of Time off of you!	시간의 망령들이 당신을 괴롭히지 못 하도록 제가 도와 드릴게요!				크로노맨서 사비나
QUEST_20150317_001034	What's happening? {nl}It's coming this way! Watch out!	어떻게 된거죠? 저녀석이 여기로 넘어오고 있어요!{nl}조심하세요!				크로노맨서 사비나
QUEST_20150317_001035	{memo X}Are you headed to the cathedral, Revelator? {nl}Be careful! The demons have surrounded us!	계시자님, 성당으로 가십니까? 조심하십시오!{nl}사방에 마족들이 쫙 깔렸습니다!				
QUEST_20150317_001036	The barrier is up and running. {nl}Please deal with Gesti while I activate the Divine Sphere.	결계가 작동되는구나.{nl}내가 성구를 발동시킬 동안 제스티를 부탁한다.				추종자 알기스
QUEST_20150317_001037	If it's not on the first floor, then it must be on the second. {nl}I hope we're not too late.	1층에 없다면 벌써 2층으로 올라간 게로군.{nl}우리가 너무 늦은 게 아니라면 좋겠구나.{nl}				추종자 알기스
QUEST_20150317_001038	This is my friend, Donatas. {nl}I will go up first to figure out Gesti's movement, so come up once you're ready.	이쪽은 도나타스라는 친구다. {nl}난 먼저 올라가서 제스티의 동태를 살필 테니 준비가 되면 올라오거라.				추종자 알기스
QUEST_20150317_001039	Hey! You shouldn't come here!	이봐 여기 들어오면 안 돼!				광산 감독관
QUEST_20150317_001040	So the Peltasta Master sent it… Ah, so this is what those cowardly miners were talking about.	펠타스터 마스터가 보냈다니.. 아, 겁쟁이 광부 녀석들이 소란 떨던 그거였군.				광산 감독관
QUEST_20150317_001041	No worries at all. I'm not scared. They're all fake rumors. {nl}It's no surprise the mine is shaking.	걱정할 것 없어, 난 하나도 무섭지 않다고 그리고 그건 다 헛소문이야.{nl}갱도가 흔들리는 게 어디 하루 이틀인가				광산 감독관
QUEST_20150317_001042	Request Bulletin Board	의뢰 게시판				
QUEST_20150317_001043	{memo X}Here are all gathered requests. {nl}Caution: We are not responsible for the rewards for these requests.	그동안 접수된 의뢰 리스트 입니다.{nl}주의사항 : 의뢰의 보상의 유무에 대해선 일절 책임지지 않습니다.				
QUEST_20150317_001044	Employee Brendon	직원 브렌든				
QUEST_20150317_001045	{memo X}I will show you the registered requests so far. {nl}You know that a day has to pass in order to receive a request again, even if you give up on it, right?	그 동안 접수된 의뢰 리스트를 보여드리지요.{nl}한 번 수락한 의뢰는 포기해도 하루가 지나야 다시 받을 수 있다는건 물론 아시겠죠?				
QUEST_20150317_001046	(Temporary) Request Manager	(임시)의뢰매니저				
QUEST_20150317_001047	Select Request Start/End	의뢰시작/종료 선택				(임시)의뢰매니저
QUEST_20150317_001048	{memo X}Employee Ramda	직원 람다				
QUEST_20150317_001049	{memo X}The requests I look over are somewhat different from other requests. {nl}I promise there are clear rewards for you and your party members.	내가 중개하는 의뢰들은 다른 의뢰들과는 좀 다르다오.{nl}당신이나 당신의 파티원들에게 확실한 보상을 약속해 줄 수 있지.				
QUEST_20150317_001050	Great Merchant Gilliam	대상 길리엄				
QUEST_20150317_001051	Are you ready to start the next stage?	다음 단계를 시작 하시겠소?				대상 길리엄
QUEST_20150317_001052	{memo X}Officer	행정관				
QUEST_20150317_001053	{memo X}I will guide you to where I believe your abilities are most needed.	여러분들의 능력에 따라 도움이 필요한 곳을 안내해 드리고 있습니다.				
QUEST_20150317_001054	{memo X}There was a sudden increase of monsters in West Siauliai Woods. {nl}We need your help, urgently.	샤울레이 서쪽 숲에 몬스터가 급격히 불어났다고 합니다.{nl}빠른 지원을 부탁드리겠습니다.				
QUEST_20150317_001055	{memo X}Vubbes are pouring out of the Crystal Mine. {nl}The Miner's Village needs your help.	수정광산에서 부베들이 쏟아져 나오고 있다고 합니다.{nl}광산 마을을 안전하게 지켜내기 위해선 당신의 도움이 필요합니다.				
QUEST_20150317_001056	{memo X}A wicked aura has descended upon Silverstream Gorge, signalling an invasion by demons. {nl}Scouts and Paladin followers have been blocking their advance, but desperately need your help.	은수협곡이 사악한 기운으로 물들고, 마족들이 침공을 시작했다고 합니다.{nl}파수꾼과 팔라딘 추종자들이 막아내고 있지만, 당신의 도움이 절실한 상황입니다.				
